#t Ekin Epot Etot m1 x1 y1 z1 vx1 vy1 vz1 m2 x2 y2 z2 vx2 vy2 vz2 
78.94 3.03 -28.49 -25.46 5.00 10.25 11.22 -9.27 -0.15 0.64 0.33 5.00 10.09 12.45 -10.51 0.43 -0.31 -0.62 
78.95 3.03 -28.50 -25.47 5.00 10.25 11.23 -9.26 -0.15 0.65 0.33 5.00 10.09 12.45 -10.51 0.43 -0.32 -0.61 
78.96 3.03 -28.51 -25.47 5.00 10.24 11.24 -9.26 -0.15 0.65 0.32 5.00 10.09 12.45 -10.52 0.43 -0.32 -0.61 
78.97 3.03 -28.52 -25.48 5.00 10.24 11.24 -9.26 -0.15 0.66 0.32 5.00 10.10 12.44 -10.53 0.43 -0.33 -0.60 
78.98 3.04 -28.53 -25.49 5.00 10.24 11.25 -9.25 -0.15 0.66 0.31 5.00 10.10 12.44 -10.53 0.43 -0.34 -0.60 
78.99 3.04 -28.54 -25.50 5.00 10.24 11.26 -9.25 -0.15 0.67 0.30 5.00 10.11 12.44 -10.54 0.43 -0.34 -0.59 
79.00 3.04 -28.55 -25.51 5.00 10.24 11.26 -9.25 -0.15 0.68 0.30 5.00 10.11 12.43 -10.54 0.43 -0.35 -0.58 
79.01 3.05 -28.57 -25.52 5.00 10.24 11.27 -9.25 -0.15 0.68 0.29 5.00 10.12 12.43 -10.55 0.43 -0.35 -0.58 
79.02 3.05 -28.58 -25.53 5.00 10.24 11.28 -9.24 -0.15 0.69 0.29 5.00 10.12 12.43 -10.56 0.44 -0.36 -0.57 
79.03 3.05 -28.59 -25.54 5.00 10.23 11.28 -9.24 -0.15 0.69 0.28 5.00 10.13 12.42 -10.56 0.44 -0.36 -0.57 
79.04 3.06 -28.61 -25.55 5.00 10.23 11.29 -9.24 -0.15 0.70 0.27 5.00 10.13 12.42 -10.57 0.44 -0.37 -0.56 
79.05 3.06 -28.63 -25.57 5.00 10.23 11.30 -9.23 -0.15 0.70 0.27 5.00 10.13 12.41 -10.57 0.44 -0.37 -0.55 
79.06 3.06 -28.64 -25.58 5.00 10.23 11.30 -9.23 -0.15 0.71 0.26 5.00 10.14 12.41 -10.58 0.44 -0.38 -0.55 
79.07 3.07 -28.66 -25.59 5.00 10.23 11.31 -9.23 -0.15 0.71 0.25 5.00 10.14 12.41 -10.58 0.44 -0.38 -0.54 
79.08 3.07 -28.68 -25.61 5.00 10.23 11.32 -9.23 -0.15 0.72 0.25 5.00 10.15 12.40 -10.59 0.44 -0.39 -0.53 
79.09 3.08 -28.70 -25.62 5.00 10.22 11.33 -9.22 -0.15 0.72 0.24 5.00 10.15 12.40 -10.59 0.44 -0.39 -0.53 
79.10 3.08 -28.72 -25.63 5.00 10.22 11.33 -9.22 -0.16 0.73 0.24 5.00 10.16 12.40 -10.60 0.44 -0.40 -0.52 
79.11 3.09 -28.74 -25.65 5.00 10.22 11.34 -9.22 -0.16 0.73 0.23 5.00 10.16 12.39 -10.60 0.44 -0.40 -0.51 
79.12 3.09 -28.76 -25.67 5.00 10.22 11.35 -9.22 -0.16 0.74 0.22 5.00 10.16 12.39 -10.61 0.44 -0.41 -0.51 
79.13 3.10 -28.78 -25.68 5.00 10.22 11.35 -9.22 -0.16 0.74 0.22 5.00 10.17 12.38 -10.61 0.44 -0.41 -0.50 
79.14 3.10 -28.80 -25.70 5.00 10.22 11.36 -9.21 -0.16 0.75 0.21 5.00 10.17 12.38 -10.62 0.44 -0.42 -0.50 
79.15 3.11 -28.83 -25.72 5.00 10.22 11.37 -9.21 -0.16 0.75 0.20 5.00 10.18 12.37 -10.62 0.44 -0.42 -0.49 
79.16 3.11 -28.85 -25.73 5.00 10.21 11.38 -9.21 -0.16 0.76 0.20 5.00 10.18 12.37 -10.63 0.44 -0.43 -0.48 
79.17 3.12 -28.87 -25.75 5.00 10.21 11.39 -9.21 -0.16 0.76 0.19 5.00 10.19 12.37 -10.63 0.44 -0.43 -0.47 
79.18 3.13 -28.90 -25.77 5.00 10.21 11.39 -9.21 -0.16 0.77 0.18 5.00 10.19 12.36 -10.64 0.44 -0.44 -0.47 
79.19 3.13 -28.92 -25.79 5.00 10.21 11.40 -9.20 -0.16 0.77 0.18 5.00 10.20 12.36 -10.64 0.44 -0.44 -0.46 
79.20 3.14 -28.95 -25.81 5.00 10.21 11.41 -9.20 -0.16 0.78 0.17 5.00 10.20 12.35 -10.65 0.44 -0.45 -0.45 
79.21 3.15 -28.98 -25.83 5.00 10.21 11.42 -9.20 -0.16 0.78 0.16 5.00 10.20 12.35 -10.65 0.44 -0.45 -0.45 
79.22 3.15 -29.01 -25.85 5.00 10.20 11.42 -9.20 -0.16 0.79 0.15 5.00 10.21 12.34 -10.66 0.44 -0.46 -0.44 
79.23 3.16 -29.03 -25.87 5.00 10.20 11.43 -9.20 -0.16 0.79 0.15 5.00 10.21 12.34 -10.66 0.44 -0.46 -0.43 
79.24 3.17 -29.06 -25.90 5.00 10.20 11.44 -9.20 -0.16 0.79 0.14 5.00 10.22 12.33 -10.67 0.44 -0.47 -0.43 
79.25 3.18 -29.09 -25.92 5.00 10.20 11.45 -9.19 -0.16 0.80 0.13 5.00 10.22 12.33 -10.67 0.44 -0.47 -0.42 
79.26 3.18 -29.12 -25.94 5.00 10.20 11.46 -9.19 -0.16 0.80 0.13 5.00 10.23 12.33 -10.67 0.44 -0.47 -0.41 
79.27 3.19 -29.15 -25.96 5.00 10.20 11.46 -9.19 -0.16 0.81 0.12 5.00 10.23 12.32 -10.68 0.44 -0.48 -0.40 
79.28 3.20 -29.19 -25.99 5.00 10.19 11.47 -9.19 -0.16 0.81 0.11 5.00 10.24 12.32 -10.68 0.44 -0.48 -0.40 
79.29 3.21 -29.22 -26.01 5.00 10.19 11.48 -9.19 -0.16 0.82 0.10 5.00 10.24 12.31 -10.69 0.44 -0.49 -0.39 
79.30 3.21 -29.25 -26.04 5.00 10.19 11.49 -9.19 -0.16 0.82 0.10 5.00 10.24 12.31 -10.69 0.44 -0.49 -0.38 
79.31 3.22 -29.29 -26.06 5.00 10.19 11.50 -9.19 -0.16 0.82 0.09 5.00 10.25 12.30 -10.69 0.44 -0.50 -0.37 
79.32 3.23 -29.32 -26.09 5.00 10.19 11.50 -9.19 -0.16 0.83 0.08 5.00 10.25 12.30 -10.70 0.44 -0.50 -0.37 
79.33 3.24 -29.36 -26.12 5.00 10.19 11.51 -9.19 -0.16 0.83 0.07 5.00 10.26 12.29 -10.70 0.44 -0.50 -0.36 
79.34 3.25 -29.40 -26.15 5.00 10.19 11.52 -9.19 -0.16 0.84 0.07 5.00 10.26 12.29 -10.70 0.44 -0.51 -0.35 
79.35 3.26 -29.43 -26.17 5.00 10.18 11.53 -9.19 -0.15 0.84 0.06 5.00 10.27 12.28 -10.71 0.44 -0.51 -0.34 
79.36 3.27 -29.47 -26.20 5.00 10.18 11.54 -9.19 -0.15 0.84 0.05 5.00 10.27 12.28 -10.71 0.44 -0.52 -0.34 
79.37 3.28 -29.51 -26.23 5.00 10.18 11.55 -9.18 -0.15 0.85 0.04 5.00 10.27 12.27 -10.71 0.44 -0.52 -0.33 
79.38 3.29 -29.55 -26.26 5.00 10.18 11.56 -9.18 -0.15 0.85 0.03 5.00 10.28 12.26 -10.72 0.44 -0.52 -0.32 
79.39 3.30 -29.59 -26.29 5.00 10.18 11.56 -9.18 -0.15 0.85 0.03 5.00 10.28 12.26 -10.72 0.44 -0.53 -0.31 
79.40 3.31 -29.63 -26.32 5.00 10.18 11.57 -9.18 -0.15 0.86 0.02 5.00 10.29 12.25 -10.72 0.44 -0.53 -0.30 
79.41 3.32 -29.67 -26.35 5.00 10.17 11.58 -9.18 -0.15 0.86 0.01 5.00 10.29 12.25 -10.73 0.43 -0.53 -0.30 
79.42 3.33 -29.72 -26.39 5.00 10.17 11.59 -9.18 -0.15 0.87 0.00 5.00 10.30 12.24 -10.73 0.43 -0.54 -0.29 
79.43 3.34 -29.76 -26.42 5.00 10.17 11.60 -9.18 -0.15 0.87 -0.01 5.00 10.30 12.24 -10.73 0.43 -0.54 -0.28 
79.44 3.35 -29.80 -26.45 5.00 10.17 11.61 -9.18 -0.15 0.87 -0.01 5.00 10.31 12.23 -10.73 0.43 -0.54 -0.27 
79.45 3.36 -29.85 -26.49 5.00 10.17 11.62 -9.18 -0.15 0.88 -0.02 5.00 10.31 12.23 -10.74 0.43 -0.55 -0.26 
79.46 3.37 -29.89 -26.52 5.00 10.17 11.62 -9.18 -0.15 0.88 -0.03 5.00 10.31 12.22 -10.74 0.43 -0.55 -0.26 
79.47 3.39 -29.94 -26.56 5.00 10.17 11.63 -9.18 -0.15 0.88 -0.04 5.00 10.32 12.22 -10.74 0.43 -0.55 -0.25 
79.48 3.40 -29.99 -26.59 5.00 10.16 11.64 -9.19 -0.15 0.89 -0.05 5.00 10.32 12.21 -10.74 0.43 -0.56 -0.24 
79.49 3.41 -30.04 -26.63 5.00 10.16 11.65 -9.19 -0.15 0.89 -0.06 5.00 10.33 12.21 -10.75 0.43 -0.56 -0.23 
79.50 3.42 -30.09 -26.67 5.00 10.16 11.66 -9.19 -0.14 0.89 -0.06 5.00 10.33 12.20 -10.75 0.43 -0.56 -0.22 
79.51 3.43 -30.14 -26.70 5.00 10.16 11.67 -9.19 -0.14 0.89 -0.07 5.00 10.34 12.19 -10.75 0.43 -0.57 -0.21 
79.52 3.45 -30.19 -26.74 5.00 10.16 11.68 -9.19 -0.14 0.90 -0.08 5.00 10.34 12.19 -10.75 0.43 -0.57 -0.20 
79.53 3.46 -30.24 -26.78 5.00 10.16 11.69 -9.19 -0.14 0.90 -0.09 5.00 10.34 12.18 -10.76 0.43 -0.57 -0.20 
79.54 3.47 -30.29 -26.82 5.00 10.16 11.70 -9.19 -0.14 0.90 -0.10 5.00 10.35 12.18 -10.76 0.42 -0.57 -0.19 
79.55 3.49 -30.34 -26.86 5.00 10.15 11.71 -9.19 -0.14 0.91 -0.11 5.00 10.35 12.17 -10.76 0.42 -0.58 -0.18 
79.56 3.50 -30.40 -26.90 5.00 10.15 11.71 -9.19 -0.14 0.91 -0.12 5.00 10.36 12.17 -10.76 0.42 -0.58 -0.17 
79.57 3.51 -30.45 -26.94 5.00 10.15 11.72 -9.19 -0.14 0.91 -0.12 5.00 10.36 12.16 -10.76 0.42 -0.58 -0.16 
79.58 3.53 -30.51 -26.98 5.00 10.15 11.73 -9.19 -0.14 0.91 -0.13 5.00 10.36 12.15 -10.76 0.42 -0.58 -0.15 
79.59 3.54 -30.57 -27.03 5.00 10.15 11.74 -9.20 -0.14 0.92 -0.14 5.00 10.37 12.15 -10.77 0.42 -0.59 -0.14 
79.60 3.55 -30.62 -27.07 5.00 10.15 11.75 -9.20 -0.13 0.92 -0.15 5.00 10.37 12.14 -10.77 0.42 -0.59 -0.13 
79.61 3.57 -30.68 -27.11 5.00 10.15 11.76 -9.20 -0.13 0.92 -0.16 5.00 10.38 12.14 -10.77 0.42 -0.59 -0.13 
79.62 3.58 -30.74 -27.16 5.00 10.15 11.77 -9.20 -0.13 0.92 -0.17 5.00 10.38 12.13 -10.77 0.41 -0.59 -0.12 
79.63 3.60 -30.80 -27.20 5.00 10.14 11.78 -9.20 -0.13 0.92 -0.18 5.00 10.39 12.12 -10.77 0.41 -0.60 -0.11 
79.64 3.61 -30.86 -27.25 5.00 10.14 11.79 -9.20 -0.13 0.93 -0.19 5.00 10.39 12.12 -10.77 0.41 -0.60 -0.10 
79.65 3.63 -30.93 -27.30 5.00 10.14 11.80 -9.21 -0.13 0.93 -0.20 5.00 10.39 12.11 -10.77 0.41 -0.60 -0.09 
79.66 3.65 -30.99 -27.34 5.00 10.14 11.81 -9.21 -0.13 0.93 -0.21 5.00 10.40 12.11 -10.77 0.41 -0.60 -0.08 
79.67 3.66 -31.05 -27.39 5.00 10.14 11.82 -9.21 -0.12 0.93 -0.22 5.00 10.40 12.10 -10.77 0.41 -0.60 -0.07 
79.68 3.68 -31.12 -27.44 5.00 10.14 11.82 -9.21 -0.12 0.93 -0.22 5.00 10.41 12.09 -10.77 0.41 -0.60 -0.06 
79.69 3.69 -31.19 -27.49 5.00 10.14 11.83 -9.22 -0.12 0.93 -0.23 5.00 10.41 12.09 -10.77 0.40 -0.61 -0.05 
79.70 3.71 -31.25 -27.54 5.00 10.14 11.84 -9.22 -0.12 0.94 -0.24 5.00 10.41 12.08 -10.78 0.40 -0.61 -0.04 
79.71 3.73 -31.32 -27.59 5.00 10.13 11.85 -9.22 -0.12 0.94 -0.25 5.00 10.42 12.08 -10.78 0.40 -0.61 -0.03 
79.72 3.74 -31.39 -27.64 5.00 10.13 11.86 -9.22 -0.12 0.94 -0.26 5.00 10.42 12.07 -10.78 0.40 -0.61 -0.02 
79.73 3.76 -31.46 -27.70 5.00 10.13 11.87 -9.23 -0.11 0.94 -0.27 5.00 10.43 12.06 -10.78 0.40 -0.61 -0.01 
79.74 3.78 -31.53 -27.75 5.00 10.13 11.88 -9.23 -0.11 0.94 -0.28 5.00 10.43 12.06 -10.78 0.40 -0.61 -0.00 
79.75 3.80 -31.60 -27.80 5.00 10.13 11.89 -9.23 -0.11 0.94 -0.29 5.00 10.43 12.05 -10.78 0.39 -0.61 0.01 
79.76 3.82 -31.67 -27.86 5.00 10.13 11.90 -9.23 -0.11 0.94 -0.30 5.00 10.44 12.04 -10.78 0.39 -0.62 0.02 
79.77 3.83 -31.75 -27.91 5.00 10.13 11.91 -9.24 -0.11 0.94 -0.31 5.00 10.44 12.04 -10.78 0.39 -0.62 0.03 
79.78 3.85 -31.82 -27.97 5.00 10.13 11.92 -9.24 -0.10 0.95 -0.32 5.00 10.45 12.03 -10.77 0.39 -0.62 0.04 
79.79 3.87 -31.90 -28.03 5.00 10.13 11.93 -9.24 -0.10 0.95 -0.33 5.00 10.45 12.03 -10.77 0.39 -0.62 0.05 
79.80 3.89 -31.97 -28.08 5.00 10.12 11.94 -9.25 -0.10 0.95 -0.34 5.00 10.45 12.02 -10.77 0.38 -0.62 0.05 
79.81 3.91 -32.05 -28.14 5.00 10.12 11.95 -9.25 -0.10 0.95 -0.35 5.00 10.46 12.01 -10.77 0.38 -0.62 0.06 
79.82 3.93 -32.13 -28.20 5.00 10.12 11.96 -9.25 -0.10 0.95 -0.36 5.00 10.46 12.01 -10.77 0.38 -0.62 0.08 
79.83 3.95 -32.21 -28.26 5.00 10.12 11.97 -9.26 -0.09 0.95 -0.37 5.00 10.46 12.00 -10.77 0.38 -0.62 0.09 
79.84 3.97 -32.29 -28.32 5.00 10.12 11.98 -9.26 -0.09 0.95 -0.38 5.00 10.47 12.00 -10.77 0.37 -0.62 0.10 
79.85 3.99 -32.37 -28.38 5.00 10.12 11.99 -9.27 -0.09 0.95 -0.39 5.00 10.47 11.99 -10.77 0.37 -0.62 0.11 
79.86 4.01 -32.46 -28.45 5.00 10.12 11.99 -9.27 -0.09 0.95 -0.40 5.00 10.48 11.98 -10.77 0.37 -0.62 0.12 
79.87 4.03 -32.54 -28.51 5.00 10.12 12.00 -9.27 -0.08 0.95 -0.41 5.00 10.48 11.98 -10.77 0.37 -0.62 0.13 
79.88 4.05 -32.62 -28.57 5.00 10.12 12.01 -9.28 -0.08 0.95 -0.42 5.00 10.48 11.97 -10.77 0.37 -0.62 0.14 
79.89 4.07 -32.71 -28.64 5.00 10.12 12.02 -9.28 -0.08 0.95 -0.43 5.00 10.49 11.96 -10.76 0.36 -0.62 0.15 
79.90 4.09 -32.80 -28.70 5.00 10.12 12.03 -9.29 -0.08 0.95 -0.44 5.00 10.49 11.96 -10.76 0.36 -0.62 0.16 
79.91 4.12 -32.89 -28.77 5.00 10.11 12.04 -9.29 -0.07 0.95 -0.45 5.00 10.49 11.95 -10.76 0.36 -0.62 0.17 
79.92 4.14 -32.98 -28.84 5.00 10.11 12.05 -9.30 -0.07 0.95 -0.46 5.00 10.50 11.95 -10.76 0.35 -0.62 0.18 
79.93 4.16 -33.07 -28.90 5.00 10.11 12.06 -9.30 -0.07 0.95 -0.47 5.00 10.50 11.94 -10.76 0.35 -0.62 0.19 
79.94 4.18 -33.16 -28.97 5.00 10.11 12.07 -9.31 -0.07 0.94 -0.48 5.00 10.50 11.93 -10.76 0.35 -0.62 0.20 
79.95 4.21 -33.25 -29.04 5.00 10.11 12.08 -9.31 -0.06 0.94 -0.50 5.00 10.51 11.93 -10.75 0.35 -0.62 0.21 
79.96 4.23 -33.34 -29.11 5.00 10.11 12.09 -9.32 -0.06 0.94 -0.51 5.00 10.51 11.92 -10.75 0.34 -0.61 0.22 
79.97 4.25 -33.44 -29.18 5.00 10.11 12.10 -9.32 -0.06 0.94 -0.52 5.00 10.51 11.92 -10.75 0.34 -0.61 0.23 
79.98 4.28 -33.53 -29.26 5.00 10.11 12.11 -9.33 -0.05 0.94 -0.53 5.00 10.52 11.91 -10.75 0.34 -0.61 0.24 
79.99 4.30 -33.63 -29.33 5.00 10.11 12.12 -9.33 -0.05 0.94 -0.54 5.00 10.52 11.90 -10.74 0.33 -0.61 0.25 
80.00 4.33 -33.73 -29.40 5.00 10.11 12.13 -9.34 -0.05 0.94 -0.55 5.00 10.52 11.90 -10.74 0.33 -0.61 0.26 
80.01 4.35 -33.83 -29.48 5.00 10.11 12.14 -9.34 -0.04 0.94 -0.56 5.00 10.53 11.89 -10.74 0.33 -0.61 0.27 
80.02 4.38 -33.93 -29.55 5.00 10.11 12.15 -9.35 -0.04 0.93 -0.57 5.00 10.53 11.88 -10.74 0.32 -0.60 0.28 
80.03 4.40 -34.03 -29.63 5.00 10.11 12.15 -9.35 -0.04 0.93 -0.58 5.00 10.53 11.88 -10.73 0.32 -0.60 0.30 
80.04 4.43 -34.13 -29.71 5.00 10.11 12.16 -9.36 -0.03 0.93 -0.59 5.00 10.54 11.87 -10.73 0.32 -0.60 0.31 
80.05 4.45 -34.24 -29.78 5.00 10.11 12.17 -9.37 -0.03 0.93 -0.60 5.00 10.54 11.87 -10.73 0.31 -0.60 0.32 
80.06 4.48 -34.34 -29.86 5.00 10.11 12.18 -9.37 -0.03 0.92 -0.61 5.00 10.54 11.86 -10.72 0.31 -0.60 0.33 
80.07 4.50 -34.45 -29.94 5.00 10.11 12.19 -9.38 -0.02 0.92 -0.62 5.00 10.55 11.85 -10.72 0.31 -0.59 0.34 
80.08 4.53 -34.55 -30.02 5.00 10.11 12.20 -9.39 -0.02 0.92 -0.64 5.00 10.55 11.85 -10.72 0.30 -0.59 0.35 
80.09 4.56 -34.66 -30.11 5.00 10.11 12.21 -9.39 -0.02 0.92 -0.65 5.00 10.55 11.84 -10.71 0.30 -0.59 0.36 
80.10 4.59 -34.77 -30.19 5.00 10.11 12.22 -9.40 -0.01 0.91 -0.66 5.00 10.56 11.84 -10.71 0.30 -0.58 0.37 
80.11 4.61 -34.88 -30.27 5.00 10.11 12.23 -9.40 -0.01 0.91 -0.67 5.00 10.56 11.83 -10.71 0.29 -0.58 0.38 
80.12 4.64 -35.00 -30.35 5.00 10.11 12.24 -9.41 -0.01 0.91 -0.68 5.00 10.56 11.83 -10.70 0.29 -0.58 0.39 
80.13 4.67 -35.11 -30.44 5.00 10.11 12.25 -9.42 -0.00 0.90 -0.69 5.00 10.56 11.82 -10.70 0.28 -0.57 0.40 
80.14 4.70 -35.22 -30.53 5.00 10.11 12.26 -9.43 0.00 0.90 -0.70 5.00 10.57 11.81 -10.69 0.28 -0.57 0.42 
80.15 4.73 -35.34 -30.61 5.00 10.11 12.26 -9.43 0.01 0.90 -0.71 5.00 10.57 11.81 -10.69 0.28 -0.57 0.43 
80.16 4.75 -35.45 -30.70 5.00 10.11 12.27 -9.44 0.01 0.89 -0.72 5.00 10.57 11.80 -10.68 0.27 -0.56 0.44 
80.17 4.77 -35.57 -30.80 5.00 10.11 12.28 -9.45 0.01 0.89 -0.73 5.00 10.58 11.80 -10.68 0.27 -0.56 0.44 
80.18 4.78 -35.68 -30.90 5.00 10.11 12.29 -9.45 0.01 0.89 -0.73 5.00 10.58 11.79 -10.68 0.27 -0.56 0.45 
80.19 4.80 -35.79 -30.99 5.00 10.11 12.30 -9.46 0.02 0.88 -0.74 5.00 10.58 11.79 -10.67 0.27 -0.56 0.45 
80.20 4.81 -35.90 -31.09 5.00 10.11 12.31 -9.47 0.02 0.88 -0.75 5.00 10.58 11.78 -10.67 0.26 -0.55 0.46 
80.21 4.82 -36.00 -31.18 5.00 10.11 12.32 -9.48 0.02 0.88 -0.75 5.00 10.59 11.78 -10.66 0.26 -0.55 0.47 
80.22 4.84 -36.11 -31.27 5.00 10.11 12.33 -9.48 0.02 0.88 -0.76 5.00 10.59 11.77 -10.66 0.26 -0.55 0.47 
80.23 4.85 -36.21 -31.36 5.00 10.11 12.34 -9.49 0.03 0.88 -0.76 5.00 10.59 11.76 -10.65 0.26 -0.55 0.48 
80.24 4.86 -36.31 -31.45 5.00 10.11 12.34 -9.50 0.03 0.87 -0.77 5.00 10.59 11.76 -10.65 0.26 -0.54 0.48 
80.25 4.87 -36.40 -31.53 5.00 10.11 12.35 -9.51 0.03 0.87 -0.77 5.00 10.60 11.75 -10.64 0.25 -0.54 0.49 
80.26 4.88 -36.49 -31.61 5.00 10.11 12.36 -9.52 0.03 0.87 -0.78 5.00 10.60 11.75 -10.64 0.25 -0.54 0.49 
80.27 4.89 -36.58 -31.69 5.00 10.11 12.37 -9.52 0.03 0.86 -0.78 5.00 10.60 11.74 -10.63 0.25 -0.54 0.50 
80.28 4.90 -36.66 -31.76 5.00 10.11 12.38 -9.53 0.04 0.86 -0.79 5.00 10.60 11.74 -10.63 0.25 -0.53 0.50 
80.29 4.91 -36.75 -31.83 5.00 10.11 12.39 -9.54 0.04 0.86 -0.79 5.00 10.61 11.73 -10.62 0.24 -0.53 0.51 
80.30 4.92 -36.82 -31.90 5.00 10.11 12.40 -9.55 0.04 0.86 -0.80 5.00 10.61 11.73 -10.62 0.24 -0.53 0.51 
80.31 4.93 -36.90 -31.97 5.00 10.11 12.40 -9.55 0.04 0.85 -0.80 5.00 10.61 11.72 -10.61 0.24 -0.52 0.52 
80.32 4.94 -36.97 -32.03 5.00 10.11 12.41 -9.56 0.05 0.85 -0.81 5.00 10.61 11.72 -10.61 0.24 -0.52 0.52 
80.33 4.95 -37.04 -32.09 5.00 10.11 12.42 -9.57 0.05 0.85 -0.81 5.00 10.62 11.71 -10.60 0.24 -0.52 0.53 
80.34 4.95 -37.10 -32.15 5.00 10.11 12.43 -9.58 0.05 0.84 -0.82 5.00 10.62 11.71 -10.60 0.23 -0.51 0.53 
80.35 4.96 -37.16 -32.20 5.00 10.11 12.44 -9.59 0.05 0.84 -0.82 5.00 10.62 11.70 -10.59 0.23 -0.51 0.54 
80.36 4.97 -37.22 -32.25 5.00 10.11 12.45 -9.60 0.05 0.84 -0.83 5.00 10.62 11.70 -10.59 0.23 -0.51 0.54 
80.37 4.97 -37.27 -32.30 5.00 10.11 12.45 -9.60 0.06 0.83 -0.83 5.00 10.63 11.69 -10.58 0.23 -0.50 0.55 
80.38 4.98 -37.32 -32.34 5.00 10.11 12.46 -9.61 0.06 0.83 -0.84 5.00 10.63 11.69 -10.57 0.22 -0.50 0.55 
80.39 4.99 -37.37 -32.38 5.00 10.11 12.47 -9.62 0.06 0.83 -0.84 5.00 10.63 11.68 -10.57 0.22 -0.50 0.55 
80.40 4.99 -37.41 -32.42 5.00 10.12 12.48 -9.63 0.06 0.82 -0.84 5.00 10.63 11.68 -10.56 0.22 -0.49 0.56 
80.41 4.99 -37.44 -32.45 5.00 10.12 12.49 -9.64 0.07 0.82 -0.85 5.00 10.63 11.67 -10.56 0.22 -0.49 0.56 
80.42 5.00 -37.47 -32.48 5.00 10.12 12.50 -9.65 0.07 0.81 -0.85 5.00 10.64 11.67 -10.55 0.21 -0.49 0.57 
80.43 5.00 -37.50 -32.50 5.00 10.12 12.50 -9.65 0.07 0.81 -0.86 5.00 10.64 11.66 -10.55 0.21 -0.48 0.57 
80.44 5.00 -37.53 -32.52 5.00 10.12 12.51 -9.66 0.07 0.81 -0.86 5.00 10.64 11.66 -10.54 0.21 -0.48 0.58 
80.45 5.01 -37.54 -32.54 5.00 10.12 12.52 -9.67 0.08 0.80 -0.87 5.00 10.64 11.65 -10.54 0.21 -0.47 0.58 
80.46 5.01 -37.56 -32.55 5.00 10.12 12.53 -9.68 0.08 0.80 -0.87 5.00 10.64 11.65 -10.53 0.20 -0.47 0.58 
80.47 5.01 -37.57 -32.56 5.00 10.12 12.54 -9.69 0.08 0.79 -0.87 5.00 10.65 11.64 -10.52 0.20 -0.47 0.59 
80.48 5.01 -37.58 -32.56 5.00 10.12 12.54 -9.70 0.08 0.79 -0.88 5.00 10.65 11.64 -10.52 0.20 -0.46 0.59 
80.49 5.01 -37.58 -32.57 5.00 10.12 12.55 -9.71 0.09 0.79 -0.88 5.00 10.65 11.63 -10.51 0.20 -0.46 0.60 
80.50 5.01 -37.57 -32.56 5.00 10.12 12.56 -9.72 0.09 0.78 -0.89 5.00 10.65 11.63 -10.51 0.19 -0.45 0.60 
80.51 5.01 -37.57 -32.56 5.00 10.12 12.57 -9.72 0.09 0.78 -0.89 5.00 10.65 11.62 -10.50 0.19 -0.45 0.60 
80.52 5.01 -37.55 -32.55 5.00 10.13 12.58 -9.73 0.09 0.77 -0.89 5.00 10.66 11.62 -10.49 0.19 -0.44 0.61 
80.53 5.01 -37.54 -32.53 5.00 10.13 12.58 -9.74 0.10 0.77 -0.90 5.00 10.66 11.62 -10.49 0.19 -0.44 0.61 
80.54 5.01 -37.52 -32.51 5.00 10.13 12.59 -9.75 0.10 0.76 -0.90 5.00 10.66 11.61 -10.48 0.18 -0.44 0.61 
80.55 5.00 -37.49 -32.49 5.00 10.13 12.60 -9.76 0.10 0.76 -0.90 5.00 10.66 11.61 -10.48 0.18 -0.43 0.62 
80.56 5.00 -37.46 -32.46 5.00 10.13 12.61 -9.77 0.10 0.75 -0.91 5.00 10.66 11.60 -10.47 0.18 -0.43 0.62 
80.57 5.00 -37.43 -32.43 5.00 10.13 12.61 -9.78 0.11 0.75 -0.91 5.00 10.67 11.60 -10.46 0.18 -0.42 0.62 
80.58 4.99 -37.39 -32.40 5.00 10.13 12.62 -9.79 0.11 0.74 -0.91 5.00 10.67 11.59 -10.46 0.17 -0.42 0.63 
80.59 4.99 -37.35 -32.36 5.00 10.13 12.63 -9.80 0.11 0.74 -0.92 5.00 10.67 11.59 -10.45 0.17 -0.41 0.63 
80.60 4.98 -37.31 -32.32 5.00 10.13 12.64 -9.81 0.11 0.74 -0.92 5.00 10.67 11.59 -10.44 0.17 -0.41 0.63 
80.61 4.98 -37.26 -32.28 5.00 10.13 12.64 -9.82 0.12 0.73 -0.92 5.00 10.67 11.58 -10.44 0.17 -0.40 0.64 
80.62 4.97 -37.20 -32.23 5.00 10.14 12.65 -9.82 0.12 0.73 -0.93 5.00 10.67 11.58 -10.43 0.16 -0.40 0.64 
80.63 4.97 -37.14 -32.18 5.00 10.14 12.66 -9.83 0.12 0.72 -0.93 5.00 10.68 11.57 -10.42 0.16 -0.39 0.64 
80.64 4.96 -37.08 -32.12 5.00 10.14 12.66 -9.84 0.12 0.72 -0.93 5.00 10.68 11.57 -10.42 0.16 -0.39 0.64 
80.65 4.95 -37.02 -32.07 5.00 10.14 12.67 -9.85 0.13 0.71 -0.93 5.00 10.68 11.57 -10.41 0.16 -0.38 0.65 
80.66 4.94 -36.95 -32.00 5.00 10.14 12.68 -9.86 0.13 0.71 -0.94 5.00 10.68 11.56 -10.41 0.15 -0.38 0.65 
80.67 4.94 -36.88 -31.94 5.00 10.14 12.69 -9.87 0.13 0.70 -0.94 5.00 10.68 11.56 -10.40 0.15 -0.37 0.65 
