#t Ekin Epot Etot m1 x1 y1 z1 vx1 vy1 vz1 m2 x2 y2 z2 vx2 vy2 vz2 m3 x3 y3 z3 vx3 vy3 vz3 
94.24 12.71 -322.02 -309.31 6.00 1.90 1.00 -37.86 0.23 -1.19 0.17 6.00 1.00 1.39 -37.82 -0.09 0.75 -1.42 8.00 0.69 0.94 -37.70 -0.10 0.33 -0.06 
94.25 12.61 -319.26 -306.65 6.00 1.90 0.99 -37.86 0.21 -1.19 0.17 6.00 1.00 1.40 -37.83 -0.09 0.73 -1.42 8.00 0.69 0.94 -37.70 -0.09 0.33 -0.06 
94.26 12.52 -316.52 -304.00 6.00 1.90 0.97 -37.86 0.20 -1.19 0.18 6.00 1.00 1.40 -37.85 -0.09 0.72 -1.41 8.00 0.69 0.94 -37.70 -0.08 0.34 -0.06 
94.27 12.42 -313.80 -301.38 6.00 1.91 0.96 -37.85 0.18 -1.18 0.18 6.00 1.00 1.41 -37.86 -0.09 0.71 -1.41 8.00 0.69 0.95 -37.70 -0.07 0.35 -0.07 
94.28 12.32 -311.12 -298.80 6.00 1.91 0.95 -37.85 0.16 -1.18 0.18 6.00 1.00 1.42 -37.88 -0.09 0.70 -1.41 8.00 0.69 0.95 -37.70 -0.06 0.35 -0.07 
94.29 12.22 -308.47 -296.24 6.00 1.91 0.94 -37.85 0.15 -1.18 0.18 6.00 1.00 1.43 -37.89 -0.08 0.69 -1.40 8.00 0.69 0.95 -37.70 -0.04 0.36 -0.07 
94.30 12.12 -305.85 -293.73 6.00 1.91 0.93 -37.85 0.13 -1.17 0.18 6.00 1.00 1.43 -37.90 -0.08 0.68 -1.40 8.00 0.69 0.96 -37.70 -0.03 0.36 -0.08 
94.31 12.02 -303.28 -291.26 6.00 1.91 0.91 -37.85 0.11 -1.17 0.18 6.00 0.99 1.44 -37.92 -0.08 0.67 -1.40 8.00 0.69 0.96 -37.70 -0.02 0.37 -0.08 
94.32 11.92 -300.75 -288.83 6.00 1.91 0.90 -37.85 0.10 -1.16 0.18 6.00 0.99 1.45 -37.93 -0.08 0.66 -1.39 8.00 0.69 0.96 -37.70 -0.01 0.38 -0.08 
94.33 11.82 -298.27 -286.45 6.00 1.91 0.89 -37.84 0.08 -1.16 0.18 6.00 0.99 1.45 -37.95 -0.08 0.64 -1.39 8.00 0.69 0.97 -37.70 0.00 0.38 -0.09 
94.34 11.72 -295.83 -284.11 6.00 1.91 0.88 -37.84 0.06 -1.16 0.18 6.00 0.99 1.46 -37.96 -0.08 0.63 -1.38 8.00 0.69 0.97 -37.70 0.01 0.39 -0.09 
94.35 11.62 -293.44 -281.82 6.00 1.91 0.87 -37.84 0.05 -1.15 0.18 6.00 0.99 1.46 -37.97 -0.08 0.62 -1.38 8.00 0.69 0.98 -37.71 0.02 0.39 -0.09 
94.36 11.51 -291.10 -279.59 6.00 1.92 0.86 -37.84 0.03 -1.15 0.18 6.00 0.99 1.47 -37.99 -0.07 0.61 -1.37 8.00 0.69 0.98 -37.71 0.03 0.40 -0.10 
94.37 11.41 -288.81 -277.40 6.00 1.92 0.85 -37.84 0.02 -1.14 0.18 6.00 0.99 1.48 -38.00 -0.07 0.60 -1.37 8.00 0.69 0.98 -37.71 0.04 0.40 -0.10 
94.38 11.31 -286.58 -275.27 6.00 1.92 0.83 -37.84 -0.00 -1.14 0.18 6.00 0.99 1.48 -38.02 -0.07 0.58 -1.36 8.00 0.69 0.99 -37.71 0.06 0.41 -0.11 
94.39 11.21 -284.39 -273.18 6.00 1.92 0.82 -37.83 -0.02 -1.13 0.18 6.00 0.99 1.49 -38.03 -0.07 0.57 -1.36 8.00 0.69 0.99 -37.71 0.07 0.41 -0.11 
94.40 11.11 -282.26 -271.15 6.00 1.91 0.81 -37.83 -0.03 -1.12 0.18 6.00 0.99 1.49 -38.04 -0.07 0.56 -1.35 8.00 0.69 1.00 -37.71 0.08 0.42 -0.11 
94.41 11.01 -280.18 -269.18 6.00 1.91 0.80 -37.83 -0.05 -1.12 0.18 6.00 0.99 1.50 -38.06 -0.07 0.55 -1.35 8.00 0.69 1.00 -37.71 0.09 0.42 -0.12 
94.42 10.91 -278.16 -267.25 6.00 1.91 0.79 -37.83 -0.06 -1.11 0.18 6.00 0.99 1.50 -38.07 -0.07 0.54 -1.34 8.00 0.69 1.00 -37.71 0.10 0.43 -0.12 
94.43 10.81 -276.19 -265.38 6.00 1.91 0.78 -37.83 -0.08 -1.11 0.18 6.00 0.99 1.51 -38.08 -0.06 0.53 -1.33 8.00 0.69 1.01 -37.71 0.11 0.43 -0.13 
94.44 10.71 -274.26 -263.56 6.00 1.91 0.77 -37.82 -0.10 -1.10 0.18 6.00 0.99 1.51 -38.10 -0.06 0.51 -1.32 8.00 0.69 1.01 -37.72 0.12 0.43 -0.13 
94.45 10.61 -272.40 -261.79 6.00 1.91 0.76 -37.82 -0.11 -1.09 0.18 6.00 0.99 1.52 -38.11 -0.06 0.50 -1.32 8.00 0.70 1.02 -37.72 0.13 0.44 -0.14 
94.46 10.51 -270.58 -260.07 6.00 1.91 0.75 -37.82 -0.13 -1.09 0.18 6.00 0.98 1.52 -38.12 -0.06 0.49 -1.31 8.00 0.70 1.02 -37.72 0.14 0.44 -0.14 
94.47 10.42 -268.81 -258.40 6.00 1.91 0.73 -37.82 -0.14 -1.08 0.18 6.00 0.98 1.53 -38.13 -0.06 0.48 -1.30 8.00 0.70 1.03 -37.72 0.15 0.45 -0.15 
94.48 10.32 -267.10 -256.78 6.00 1.91 0.72 -37.82 -0.16 -1.07 0.18 6.00 0.98 1.53 -38.15 -0.06 0.47 -1.30 8.00 0.70 1.03 -37.72 0.16 0.45 -0.15 
94.49 10.22 -265.43 -255.21 6.00 1.90 0.71 -37.82 -0.17 -1.07 0.18 6.00 0.98 1.54 -38.16 -0.06 0.45 -1.29 8.00 0.70 1.03 -37.72 0.17 0.45 -0.16 
94.50 10.13 -263.81 -253.68 6.00 1.90 0.70 -37.81 -0.19 -1.06 0.17 6.00 0.98 1.54 -38.17 -0.05 0.44 -1.28 8.00 0.70 1.04 -37.72 0.18 0.46 -0.16 
94.51 10.04 -262.25 -252.21 6.00 1.90 0.69 -37.81 -0.20 -1.05 0.17 6.00 0.98 1.55 -38.19 -0.05 0.43 -1.27 8.00 0.71 1.04 -37.73 0.19 0.46 -0.17 
94.52 9.95 -260.72 -250.78 6.00 1.90 0.68 -37.81 -0.22 -1.04 0.17 6.00 0.98 1.55 -38.20 -0.05 0.42 -1.26 8.00 0.71 1.05 -37.73 0.20 0.46 -0.17 
94.53 9.86 -259.25 -249.39 6.00 1.90 0.67 -37.81 -0.23 -1.04 0.17 6.00 0.98 1.56 -38.21 -0.05 0.41 -1.25 8.00 0.71 1.05 -37.73 0.21 0.46 -0.18 
94.54 9.77 -257.82 -248.05 6.00 1.89 0.66 -37.81 -0.25 -1.03 0.17 6.00 0.98 1.56 -38.22 -0.05 0.40 -1.25 8.00 0.71 1.06 -37.73 0.22 0.47 -0.18 
94.55 9.68 -256.44 -246.76 6.00 1.89 0.65 -37.81 -0.26 -1.02 0.17 6.00 0.98 1.56 -38.24 -0.05 0.38 -1.24 8.00 0.71 1.06 -37.73 0.23 0.47 -0.19 
94.56 9.59 -255.10 -245.50 6.00 1.89 0.64 -37.80 -0.27 -1.01 0.16 6.00 0.98 1.57 -38.25 -0.04 0.37 -1.23 8.00 0.72 1.07 -37.74 0.24 0.47 -0.19 
94.57 9.51 -253.80 -244.29 6.00 1.89 0.63 -37.80 -0.29 -1.00 0.16 6.00 0.98 1.57 -38.26 -0.04 0.36 -1.22 8.00 0.72 1.07 -37.74 0.25 0.47 -0.20 
94.58 9.42 -252.55 -243.12 6.00 1.88 0.62 -37.80 -0.30 -0.99 0.16 6.00 0.98 1.57 -38.27 -0.04 0.35 -1.21 8.00 0.72 1.08 -37.74 0.26 0.48 -0.21 
94.59 9.34 -251.33 -241.99 6.00 1.88 0.61 -37.80 -0.32 -0.98 0.16 6.00 0.98 1.58 -38.28 -0.04 0.34 -1.20 8.00 0.72 1.08 -37.74 0.27 0.48 -0.21 
94.60 9.26 -250.16 -240.90 6.00 1.88 0.60 -37.80 -0.33 -0.98 0.16 6.00 0.98 1.58 -38.30 -0.04 0.33 -1.19 8.00 0.73 1.09 -37.74 0.28 0.48 -0.22 
94.61 9.13 -249.05 -239.92 6.00 1.87 0.59 -37.80 -0.35 -0.96 0.15 6.00 0.98 1.58 -38.31 -0.03 0.31 -1.18 8.00 0.73 1.09 -37.75 0.29 0.48 -0.22 
94.62 9.00 -247.98 -238.98 6.00 1.87 0.58 -37.79 -0.37 -0.95 0.15 6.00 0.98 1.59 -38.32 -0.03 0.29 -1.17 8.00 0.73 1.10 -37.75 0.30 0.48 -0.23 
94.63 8.88 -246.97 -238.09 6.00 1.87 0.57 -37.79 -0.39 -0.93 0.14 6.00 0.98 1.59 -38.33 -0.02 0.28 -1.15 8.00 0.74 1.10 -37.75 0.31 0.49 -0.23 
94.64 8.77 -246.01 -237.24 6.00 1.86 0.56 -37.79 -0.40 -0.92 0.14 6.00 0.98 1.59 -38.34 -0.02 0.26 -1.14 8.00 0.74 1.11 -37.75 0.32 0.49 -0.24 
94.65 8.66 -245.09 -236.43 6.00 1.86 0.55 -37.79 -0.42 -0.91 0.13 6.00 0.98 1.59 -38.35 -0.01 0.25 -1.13 8.00 0.74 1.11 -37.76 0.32 0.49 -0.24 
94.66 8.55 -244.22 -235.67 6.00 1.85 0.55 -37.79 -0.44 -0.89 0.13 6.00 0.98 1.60 -38.37 -0.00 0.23 -1.11 8.00 0.75 1.12 -37.76 0.33 0.49 -0.25 
94.67 8.45 -243.40 -234.95 6.00 1.85 0.54 -37.79 -0.46 -0.88 0.12 6.00 0.98 1.60 -38.38 0.00 0.21 -1.10 8.00 0.75 1.12 -37.76 0.34 0.49 -0.26 
94.68 8.36 -242.63 -234.27 6.00 1.84 0.53 -37.79 -0.47 -0.86 0.12 6.00 0.98 1.60 -38.39 0.01 0.20 -1.09 8.00 0.75 1.13 -37.76 0.35 0.49 -0.26 
94.69 8.27 -241.90 -233.63 6.00 1.84 0.52 -37.79 -0.49 -0.85 0.11 6.00 0.98 1.60 -38.40 0.01 0.18 -1.08 8.00 0.76 1.13 -37.77 0.36 0.49 -0.27 
94.70 8.18 -241.21 -233.03 6.00 1.83 0.51 -37.78 -0.50 -0.83 0.11 6.00 0.98 1.60 -38.41 0.02 0.17 -1.06 8.00 0.76 1.14 -37.77 0.37 0.49 -0.27 
94.71 8.10 -240.56 -232.47 6.00 1.83 0.50 -37.78 -0.52 -0.82 0.10 6.00 0.98 1.61 -38.42 0.02 0.15 -1.05 8.00 0.76 1.14 -37.77 0.38 0.49 -0.28 
94.72 8.02 -239.96 -231.94 6.00 1.82 0.50 -37.78 -0.54 -0.81 0.10 6.00 0.98 1.61 -38.43 0.02 0.14 -1.04 8.00 0.77 1.15 -37.77 0.39 0.49 -0.29 
94.73 7.95 -239.39 -231.45 6.00 1.82 0.49 -37.78 -0.55 -0.79 0.09 6.00 0.98 1.61 -38.44 0.03 0.12 -1.02 8.00 0.77 1.15 -37.78 0.39 0.49 -0.29 
94.74 7.88 -238.87 -230.99 6.00 1.81 0.48 -37.78 -0.57 -0.78 0.09 6.00 0.98 1.61 -38.45 0.03 0.11 -1.01 8.00 0.78 1.16 -37.78 0.40 0.49 -0.30 
94.75 7.81 -238.38 -230.57 6.00 1.81 0.47 -37.78 -0.58 -0.76 0.08 6.00 0.98 1.61 -38.46 0.04 0.09 -1.00 8.00 0.78 1.16 -37.78 0.41 0.49 -0.30 
94.76 7.75 -237.93 -230.18 6.00 1.80 0.46 -37.78 -0.60 -0.75 0.08 6.00 0.98 1.61 -38.47 0.04 0.08 -0.98 8.00 0.78 1.17 -37.79 0.42 0.49 -0.31 
94.77 7.69 -237.52 -229.82 6.00 1.79 0.46 -37.78 -0.61 -0.73 0.07 6.00 0.98 1.61 -38.48 0.05 0.07 -0.97 8.00 0.79 1.17 -37.79 0.43 0.49 -0.32 
94.78 7.64 -237.14 -229.50 6.00 1.79 0.45 -37.78 -0.63 -0.72 0.06 6.00 0.98 1.61 -38.49 0.05 0.05 -0.96 8.00 0.79 1.17 -37.79 0.43 0.49 -0.32 
94.79 7.59 -236.80 -229.21 6.00 1.78 0.44 -37.78 -0.64 -0.70 0.06 6.00 0.98 1.61 -38.50 0.05 0.04 -0.94 8.00 0.80 1.18 -37.80 0.44 0.49 -0.33 
94.80 7.54 -236.49 -228.95 6.00 1.77 0.44 -37.78 -0.65 -0.69 0.05 6.00 0.98 1.61 -38.51 0.06 0.02 -0.93 8.00 0.80 1.18 -37.80 0.45 0.49 -0.33 
94.81 7.50 -236.22 -228.72 6.00 1.77 0.43 -37.78 -0.67 -0.67 0.05 6.00 0.98 1.61 -38.52 0.06 0.01 -0.92 8.00 0.81 1.19 -37.80 0.46 0.49 -0.34 
94.82 7.46 -235.98 -228.52 6.00 1.76 0.42 -37.78 -0.68 -0.66 0.04 6.00 0.98 1.61 -38.53 0.06 -0.00 -0.90 8.00 0.81 1.19 -37.81 0.46 0.49 -0.35 
94.83 7.43 -235.77 -228.35 6.00 1.75 0.42 -37.78 -0.69 -0.64 0.04 6.00 0.98 1.61 -38.53 0.07 -0.02 -0.89 8.00 0.81 1.20 -37.81 0.47 0.49 -0.35 
94.84 7.39 -235.60 -228.20 6.00 1.75 0.41 -37.77 -0.71 -0.63 0.03 6.00 0.98 1.61 -38.54 0.07 -0.03 -0.87 8.00 0.82 1.20 -37.81 0.48 0.49 -0.36 
94.85 7.36 -235.46 -228.09 6.00 1.74 0.40 -37.77 -0.72 -0.61 0.02 6.00 0.98 1.61 -38.55 0.08 -0.04 -0.86 8.00 0.82 1.21 -37.82 0.49 0.49 -0.37 
94.86 7.34 -235.34 -228.01 6.00 1.73 0.40 -37.77 -0.73 -0.60 0.02 6.00 0.99 1.61 -38.56 0.08 -0.06 -0.85 8.00 0.83 1.21 -37.82 0.49 0.49 -0.37 
94.87 7.31 -235.27 -227.95 6.00 1.72 0.39 -37.77 -0.75 -0.58 0.01 6.00 0.99 1.61 -38.57 0.08 -0.07 -0.83 8.00 0.83 1.22 -37.82 0.50 0.48 -0.38 
94.88 7.29 -235.22 -227.92 6.00 1.72 0.39 -37.77 -0.76 -0.57 0.01 6.00 0.99 1.61 -38.58 0.09 -0.08 -0.82 8.00 0.84 1.22 -37.83 0.51 0.48 -0.38 
94.89 7.28 -235.20 -227.92 6.00 1.71 0.38 -37.77 -0.77 -0.55 0.00 6.00 0.99 1.61 -38.59 0.09 -0.10 -0.80 8.00 0.84 1.23 -37.83 0.51 0.48 -0.39 
94.90 7.27 -235.21 -227.95 6.00 1.70 0.38 -37.77 -0.78 -0.54 -0.00 6.00 0.99 1.61 -38.59 0.09 -0.11 -0.79 8.00 0.85 1.23 -37.84 0.52 0.48 -0.40 
94.91 7.25 -235.25 -228.00 6.00 1.69 0.37 -37.77 -0.79 -0.52 -0.01 6.00 0.99 1.61 -38.60 0.10 -0.12 -0.77 8.00 0.86 1.24 -37.84 0.53 0.48 -0.40 
94.92 7.25 -235.32 -228.08 6.00 1.69 0.36 -37.77 -0.81 -0.51 -0.02 6.00 0.99 1.61 -38.61 0.10 -0.13 -0.76 8.00 0.86 1.24 -37.84 0.53 0.48 -0.41 
94.93 7.24 -235.42 -228.18 6.00 1.68 0.36 -37.77 -0.82 -0.49 -0.02 6.00 0.99 1.60 -38.62 0.10 -0.15 -0.75 8.00 0.87 1.25 -37.85 0.54 0.47 -0.41 
94.94 7.24 -235.55 -228.31 6.00 1.67 0.36 -37.77 -0.83 -0.48 -0.03 6.00 0.99 1.60 -38.62 0.10 -0.16 -0.73 8.00 0.87 1.25 -37.85 0.54 0.47 -0.42 
94.95 7.24 -235.71 -228.47 6.00 1.66 0.35 -37.78 -0.84 -0.46 -0.04 6.00 0.99 1.60 -38.63 0.11 -0.17 -0.72 8.00 0.88 1.26 -37.86 0.55 0.47 -0.43 
94.96 7.25 -235.90 -228.65 6.00 1.65 0.35 -37.78 -0.85 -0.44 -0.04 6.00 0.99 1.60 -38.64 0.11 -0.18 -0.70 8.00 0.88 1.26 -37.86 0.56 0.47 -0.43 
94.97 7.26 -236.12 -228.86 6.00 1.64 0.34 -37.78 -0.86 -0.43 -0.05 6.00 1.00 1.60 -38.64 0.11 -0.20 -0.69 8.00 0.89 1.27 -37.87 0.56 0.46 -0.44 
94.98 7.27 -236.36 -229.10 6.00 1.64 0.34 -37.78 -0.87 -0.41 -0.05 6.00 1.00 1.60 -38.65 0.12 -0.21 -0.67 8.00 0.89 1.27 -37.87 0.57 0.46 -0.45 
94.99 7.28 -236.63 -229.36 6.00 1.63 0.33 -37.78 -0.88 -0.40 -0.06 6.00 1.00 1.59 -38.66 0.12 -0.22 -0.66 8.00 0.90 1.28 -37.87 0.57 0.46 -0.45 
95.00 7.29 -236.94 -229.64 6.00 1.62 0.33 -37.78 -0.89 -0.38 -0.07 6.00 1.00 1.59 -38.66 0.12 -0.23 -0.64 8.00 0.91 1.28 -37.88 0.58 0.45 -0.46 
95.01 7.31 -237.27 -229.95 6.00 1.61 0.33 -37.78 -0.90 -0.36 -0.07 6.00 1.00 1.59 -38.67 0.13 -0.24 -0.63 8.00 0.91 1.28 -37.88 0.58 0.45 -0.47 
95.02 7.34 -237.63 -230.29 6.00 1.60 0.32 -37.78 -0.91 -0.35 -0.08 6.00 1.00 1.59 -38.68 0.13 -0.26 -0.61 8.00 0.92 1.29 -37.89 0.59 0.45 -0.47 
95.03 7.36 -238.01 -230.65 6.00 1.59 0.32 -37.78 -0.92 -0.33 -0.09 6.00 1.00 1.58 -38.68 0.13 -0.27 -0.60 8.00 0.92 1.29 -37.89 0.59 0.44 -0.48 
95.04 7.39 -238.43 -231.04 6.00 1.58 0.32 -37.78 -0.93 -0.32 -0.09 6.00 1.00 1.58 -38.69 0.13 -0.28 -0.58 8.00 0.93 1.30 -37.90 0.60 0.44 -0.48 
95.05 7.42 -238.87 -231.46 6.00 1.57 0.31 -37.78 -0.94 -0.30 -0.10 6.00 1.01 1.58 -38.69 0.14 -0.29 -0.57 8.00 0.93 1.30 -37.90 0.60 0.44 -0.49 
95.06 7.45 -239.35 -231.90 6.00 1.56 0.31 -37.78 -0.95 -0.28 -0.11 6.00 1.01 1.57 -38.70 0.14 -0.30 -0.55 8.00 0.94 1.31 -37.91 0.61 0.43 -0.50 
95.07 7.48 -239.85 -232.37 6.00 1.55 0.31 -37.78 -0.96 -0.27 -0.12 6.00 1.01 1.57 -38.70 0.14 -0.31 -0.54 8.00 0.95 1.31 -37.91 0.61 0.43 -0.50 
95.08 7.52 -240.38 -232.86 6.00 1.54 0.31 -37.79 -0.97 -0.25 -0.12 6.00 1.01 1.57 -38.71 0.15 -0.33 -0.52 8.00 0.95 1.32 -37.92 0.62 0.42 -0.51 
95.09 7.56 -240.94 -233.38 6.00 1.53 0.30 -37.79 -0.98 -0.23 -0.13 6.00 1.01 1.56 -38.71 0.15 -0.34 -0.50 8.00 0.96 1.32 -37.92 0.62 0.42 -0.52 
95.10 7.61 -241.54 -233.93 6.00 1.52 0.30 -37.79 -0.99 -0.21 -0.14 6.00 1.01 1.56 -38.72 0.15 -0.35 -0.49 8.00 0.97 1.32 -37.93 0.63 0.42 -0.52 
95.11 7.65 -242.16 -234.50 6.00 1.51 0.30 -37.79 -0.99 -0.20 -0.15 6.00 1.01 1.56 -38.72 0.15 -0.36 -0.47 8.00 0.97 1.33 -37.93 0.63 0.41 -0.53 
95.12 7.70 -242.81 -235.11 6.00 1.50 0.30 -37.79 -1.00 -0.18 -0.15 6.00 1.02 1.55 -38.73 0.16 -0.37 -0.46 8.00 0.98 1.33 -37.94 0.63 0.41 -0.53 
95.13 7.76 -243.49 -235.74 6.00 1.49 0.30 -37.79 -1.01 -0.16 -0.16 6.00 1.02 1.55 -38.73 0.16 -0.38 -0.44 8.00 0.98 1.34 -37.94 0.64 0.40 -0.54 
95.14 7.81 -244.21 -236.40 6.00 1.48 0.29 -37.79 -1.02 -0.15 -0.17 6.00 1.02 1.55 -38.74 0.16 -0.39 -0.42 8.00 0.99 1.34 -37.95 0.64 0.40 -0.55 
95.15 7.87 -244.96 -237.09 6.00 1.47 0.29 -37.80 -1.02 -0.13 -0.18 6.00 1.02 1.54 -38.74 0.17 -0.40 -0.41 8.00 1.00 1.34 -37.96 0.65 0.39 -0.55 
95.16 7.93 -245.73 -237.81 6.00 1.46 0.29 -37.80 -1.03 -0.11 -0.18 6.00 1.02 1.54 -38.75 0.17 -0.42 -0.39 8.00 1.00 1.35 -37.96 0.65 0.39 -0.56 
95.17 7.99 -246.55 -238.55 6.00 1.45 0.29 -37.80 -1.04 -0.09 -0.19 6.00 1.02 1.53 -38.75 0.17 -0.43 -0.38 8.00 1.01 1.35 -37.97 0.65 0.38 -0.57 
95.18 8.06 -247.39 -239.33 6.00 1.44 0.29 -37.80 -1.05 -0.07 -0.20 6.00 1.03 1.53 -38.75 0.17 -0.44 -0.36 8.00 1.02 1.36 -37.97 0.65 0.38 -0.57 
95.19 8.13 -248.27 -240.14 6.00 1.43 0.29 -37.80 -1.05 -0.06 -0.21 6.00 1.03 1.53 -38.76 0.18 -0.45 -0.34 8.00 1.02 1.36 -37.98 0.66 0.37 -0.58 
95.20 8.20 -249.19 -240.99 6.00 1.42 0.29 -37.81 -1.06 -0.04 -0.22 6.00 1.03 1.52 -38.76 0.18 -0.46 -0.33 8.00 1.03 1.36 -37.98 0.66 0.37 -0.58 
95.21 8.28 -250.14 -241.86 6.00 1.41 0.29 -37.81 -1.06 -0.02 -0.22 6.00 1.03 1.52 -38.76 0.18 -0.47 -0.31 8.00 1.04 1.37 -37.99 0.66 0.36 -0.59 
95.22 8.36 -251.13 -242.77 6.00 1.40 0.29 -37.81 -1.07 -0.00 -0.23 6.00 1.03 1.51 -38.77 0.19 -0.48 -0.29 8.00 1.04 1.37 -38.00 0.67 0.36 -0.60 
95.23 8.44 -252.15 -243.71 6.00 1.39 0.29 -37.81 -1.08 0.02 -0.24 6.00 1.04 1.51 -38.77 0.19 -0.49 -0.28 8.00 1.05 1.37 -38.00 0.67 0.35 -0.60 
95.24 8.52 -253.21 -244.69 6.00 1.38 0.29 -37.82 -1.08 0.04 -0.25 6.00 1.04 1.50 -38.77 0.19 -0.50 -0.26 8.00 1.06 1.38 -38.01 0.67 0.34 -0.61 
95.25 8.61 -254.31 -245.70 6.00 1.37 0.29 -37.82 -1.09 0.05 -0.26 6.00 1.04 1.50 -38.77 0.19 -0.51 -0.24 8.00 1.06 1.38 -38.01 0.67 0.34 -0.62 
95.26 8.70 -255.46 -246.75 6.00 1.36 0.29 -37.82 -1.09 0.07 -0.27 6.00 1.04 1.49 -38.78 0.20 -0.52 -0.22 8.00 1.07 1.38 -38.02 0.67 0.33 -0.62 
95.27 8.80 -256.64 -247.84 6.00 1.34 0.29 -37.82 -1.10 0.09 -0.28 6.00 1.04 1.49 -38.78 0.20 -0.54 -0.21 8.00 1.08 1.39 -38.03 0.67 0.33 -0.63 
95.28 8.90 -257.87 -248.97 6.00 1.33 0.29 -37.83 -1.10 0.11 -0.29 6.00 1.05 1.48 -38.78 0.20 -0.55 -0.19 8.00 1.08 1.39 -38.03 0.68 0.32 -0.63 
95.29 9.00 -259.14 -250.14 6.00 1.32 0.29 -37.83 -1.11 0.13 -0.30 6.00 1.05 1.47 -38.78 0.21 -0.56 -0.17 8.00 1.09 1.39 -38.04 0.68 0.31 -0.64 
95.30 9.10 -260.45 -251.34 6.00 1.31 0.30 -37.83 -1.11 0.15 -0.31 6.00 1.05 1.47 -38.78 0.21 -0.57 -0.15 8.00 1.10 1.40 -38.05 0.68 0.31 -0.65 
95.31 9.21 -261.81 -252.60 6.00 1.30 0.30 -37.84 -1.11 0.17 -0.32 6.00 1.05 1.46 -38.78 0.21 -0.58 -0.14 8.00 1.10 1.40 -38.05 0.68 0.30 -0.65 
95.32 9.33 -263.22 -253.89 6.00 1.29 0.30 -37.84 -1.12 0.19 -0.33 6.00 1.05 1.46 -38.79 0.21 -0.59 -0.12 8.00 1.11 1.40 -38.06 0.68 0.29 -0.66 
95.33 9.44 -264.67 -255.23 6.00 1.28 0.30 -37.84 -1.12 0.21 -0.34 6.00 1.06 1.45 -38.79 0.22 -0.60 -0.10 8.00 1.12 1.40 -38.07 0.68 0.29 -0.66 
95.34 9.57 -266.18 -256.61 6.00 1.27 0.30 -37.85 -1.13 0.23 -0.35 6.00 1.06 1.44 -38.79 0.22 -0.61 -0.08 8.00 1.12 1.41 -38.07 0.68 0.28 -0.67 
95.35 9.69 -267.74 -258.05 6.00 1.26 0.31 -37.85 -1.13 0.25 -0.36 6.00 1.06 1.44 -38.79 0.22 -0.62 -0.06 8.00 1.13 1.41 -38.08 0.68 0.27 -0.68 
95.36 9.82 -269.35 -259.53 6.00 1.24 0.31 -37.85 -1.13 0.27 -0.37 6.00 1.06 1.43 -38.79 0.23 -0.63 -0.05 8.00 1.14 1.41 -38.09 0.68 0.27 -0.68 
95.37 9.95 -271.01 -261.06 6.00 1.23 0.31 -37.86 -1.13 0.29 -0.38 6.00 1.06 1.43 -38.79 0.23 -0.64 -0.03 8.00 1.15 1.42 -38.09 0.68 0.26 -0.69 
95.38 10.09 -272.74 -262.64 6.00 1.22 0.31 -37.86 -1.14 0.31 -0.39 6.00 1.07 1.42 -38.79 0.23 -0.65 -0.01 8.00 1.15 1.42 -38.10 0.68 0.25 -0.69 
95.39 10.24 -274.52 -264.28 6.00 1.21 0.32 -37.87 -1.14 0.33 -0.40 6.00 1.07 1.41 -38.79 0.23 -0.66 0.01 8.00 1.16 1.42 -38.11 0.68 0.25 -0.70 
95.40 10.38 -276.36 -265.97 6.00 1.20 0.32 -37.87 -1.14 0.35 -0.41 6.00 1.07 1.41 -38.79 0.24 -0.68 0.03 8.00 1.17 1.42 -38.11 0.68 0.24 -0.71 
95.41 10.54 -278.26 -267.72 6.00 1.19 0.33 -37.87 -1.14 0.37 -0.42 6.00 1.07 1.40 -38.79 0.24 -0.69 0.05 8.00 1.17 1.43 -38.12 0.68 0.23 -0.71 
95.42 10.70 -280.22 -269.53 6.00 1.18 0.33 -37.88 -1.14 0.39 -0.44 6.00 1.08 1.39 -38.79 0.24 -0.70 0.07 8.00 1.18 1.43 -38.13 0.68 0.22 -0.72 
95.43 10.80 -282.23 -271.43 6.00 1.16 0.33 -37.88 -1.14 0.41 -0.44 6.00 1.08 1.38 -38.79 0.24 -0.70 0.08 8.00 1.19 1.43 -38.14 0.68 0.22 -0.72 
95.44 10.90 -284.28 -273.38 6.00 1.15 0.34 -37.89 -1.14 0.42 -0.45 6.00 1.08 1.38 -38.79 0.25 -0.71 0.10 8.00 1.19 1.43 -38.14 0.68 0.21 -0.73 
95.45 11.01 -286.38 -275.37 6.00 1.14 0.34 -37.89 -1.14 0.44 -0.46 6.00 1.08 1.37 -38.78 0.25 -0.71 0.11 8.00 1.20 1.43 -38.15 0.67 0.20 -0.73 
95.46 11.11 -288.52 -277.41 6.00 1.13 0.35 -37.90 -1.14 0.45 -0.46 6.00 1.09 1.36 -38.78 0.25 -0.72 0.13 8.00 1.21 1.44 -38.16 0.67 0.19 -0.74 
95.47 11.22 -290.71 -279.49 6.00 1.12 0.35 -37.90 -1.14 0.47 -0.47 6.00 1.09 1.36 -38.78 0.25 -0.72 0.14 8.00 1.21 1.44 -38.16 0.67 0.18 -0.74 
95.48 11.32 -292.94 -281.61 6.00 1.11 0.36 -37.91 -1.14 0.48 -0.48 6.00 1.09 1.35 -38.78 0.25 -0.73 0.16 8.00 1.22 1.44 -38.17 0.67 0.18 -0.75 
