#t Ekin Epot Etot m1 x1 y1 z1 vx1 vy1 vz1 m2 x2 y2 z2 vx2 vy2 vz2 m3 x3 y3 z3 vx3 vy3 vz3 
96.66 2.27 -20.51 -18.24 2.00 -10.40 24.50 28.29 -0.94 0.14 0.60 2.00 -8.72 23.41 29.34 -0.20 0.04 0.62 8.00 -9.10 22.88 32.44 0.14 0.29 0.20 
96.67 2.27 -20.51 -18.24 2.00 -10.41 24.51 28.29 -0.94 0.14 0.60 2.00 -8.72 23.41 29.35 -0.20 0.04 0.62 8.00 -9.10 22.88 32.45 0.14 0.29 0.20 
96.68 2.27 -20.52 -18.25 2.00 -10.42 24.51 28.30 -0.94 0.14 0.60 2.00 -8.72 23.41 29.35 -0.21 0.04 0.63 8.00 -9.10 22.88 32.45 0.14 0.29 0.20 
96.69 2.27 -20.53 -18.26 2.00 -10.43 24.51 28.31 -0.94 0.14 0.61 2.00 -8.72 23.41 29.36 -0.21 0.04 0.63 8.00 -9.09 22.89 32.45 0.14 0.29 0.20 
96.70 2.28 -20.54 -18.26 2.00 -10.44 24.51 28.31 -0.93 0.13 0.61 2.00 -8.73 23.41 29.37 -0.21 0.04 0.63 8.00 -9.09 22.89 32.45 0.14 0.29 0.19 
96.71 2.28 -20.55 -18.27 2.00 -10.45 24.51 28.32 -0.93 0.13 0.61 2.00 -8.73 23.41 29.37 -0.21 0.04 0.64 8.00 -9.09 22.89 32.45 0.14 0.29 0.19 
96.72 2.28 -20.56 -18.28 2.00 -10.46 24.51 28.33 -0.93 0.13 0.61 2.00 -8.73 23.41 29.38 -0.21 0.04 0.64 8.00 -9.09 22.89 32.46 0.14 0.30 0.19 
96.73 2.28 -20.57 -18.29 2.00 -10.47 24.51 28.33 -0.93 0.13 0.62 2.00 -8.73 23.41 29.39 -0.21 0.04 0.64 8.00 -9.09 22.90 32.46 0.14 0.30 0.19 
96.74 2.29 -20.58 -18.29 2.00 -10.48 24.52 28.34 -0.93 0.13 0.62 2.00 -8.73 23.41 29.39 -0.22 0.04 0.65 8.00 -9.09 22.90 32.46 0.14 0.30 0.19 
96.75 2.29 -20.59 -18.30 2.00 -10.48 24.52 28.34 -0.92 0.13 0.62 2.00 -8.74 23.41 29.40 -0.22 0.04 0.65 8.00 -9.09 22.90 32.46 0.14 0.30 0.19 
96.76 2.29 -20.60 -18.31 2.00 -10.49 24.52 28.35 -0.92 0.13 0.62 2.00 -8.74 23.41 29.41 -0.22 0.04 0.65 8.00 -9.08 22.91 32.46 0.14 0.30 0.19 
96.77 2.29 -20.61 -18.32 2.00 -10.50 24.52 28.36 -0.92 0.12 0.63 2.00 -8.74 23.41 29.41 -0.22 0.04 0.66 8.00 -9.08 22.91 32.46 0.14 0.30 0.18 
96.78 2.30 -20.63 -18.33 2.00 -10.51 24.52 28.36 -0.92 0.12 0.63 2.00 -8.74 23.41 29.42 -0.22 0.04 0.66 8.00 -9.08 22.91 32.47 0.14 0.30 0.18 
96.79 2.30 -20.64 -18.34 2.00 -10.52 24.52 28.37 -0.92 0.12 0.63 2.00 -8.75 23.41 29.43 -0.23 0.04 0.66 8.00 -9.08 22.92 32.47 0.14 0.30 0.18 
96.80 2.30 -20.65 -18.35 2.00 -10.53 24.52 28.38 -0.91 0.12 0.63 2.00 -8.75 23.41 29.43 -0.23 0.04 0.67 8.00 -9.08 22.92 32.47 0.14 0.30 0.18 
96.81 2.31 -20.66 -18.36 2.00 -10.54 24.52 28.38 -0.91 0.12 0.64 2.00 -8.75 23.41 29.44 -0.23 0.04 0.67 8.00 -9.08 22.92 32.47 0.14 0.30 0.18 
96.82 2.31 -20.67 -18.36 2.00 -10.55 24.52 28.39 -0.91 0.12 0.64 2.00 -8.75 23.41 29.45 -0.23 0.04 0.67 8.00 -9.08 22.92 32.47 0.14 0.30 0.18 
96.83 2.31 -20.69 -18.37 2.00 -10.56 24.53 28.39 -0.91 0.11 0.64 2.00 -8.75 23.41 29.45 -0.23 0.04 0.68 8.00 -9.07 22.93 32.48 0.14 0.30 0.18 
96.84 2.32 -20.70 -18.39 2.00 -10.57 24.53 28.40 -0.91 0.11 0.64 2.00 -8.76 23.41 29.46 -0.23 0.04 0.68 8.00 -9.07 22.93 32.48 0.14 0.30 0.17 
96.85 2.32 -20.72 -18.40 2.00 -10.58 24.53 28.41 -0.90 0.11 0.64 2.00 -8.76 23.41 29.47 -0.24 0.04 0.68 8.00 -9.07 22.93 32.48 0.14 0.30 0.17 
96.86 2.32 -20.73 -18.41 2.00 -10.59 24.53 28.41 -0.90 0.11 0.65 2.00 -8.76 23.41 29.47 -0.24 0.04 0.69 8.00 -9.07 22.94 32.48 0.14 0.30 0.17 
96.87 2.33 -20.74 -18.42 2.00 -10.59 24.53 28.42 -0.90 0.11 0.65 2.00 -8.76 23.41 29.48 -0.24 0.04 0.69 8.00 -9.07 22.94 32.48 0.14 0.30 0.17 
96.88 2.33 -20.76 -18.43 2.00 -10.60 24.53 28.43 -0.90 0.11 0.65 2.00 -8.77 23.41 29.49 -0.24 0.04 0.69 8.00 -9.07 22.94 32.48 0.14 0.30 0.17 
96.89 2.33 -20.77 -18.44 2.00 -10.61 24.53 28.43 -0.90 0.11 0.65 2.00 -8.77 23.41 29.49 -0.24 0.04 0.70 8.00 -9.07 22.95 32.49 0.14 0.30 0.17 
96.90 2.34 -20.79 -18.45 2.00 -10.62 24.53 28.44 -0.89 0.10 0.66 2.00 -8.77 23.41 29.50 -0.25 0.04 0.70 8.00 -9.07 22.95 32.49 0.14 0.30 0.17 
96.91 2.34 -20.81 -18.46 2.00 -10.63 24.53 28.45 -0.89 0.10 0.66 2.00 -8.77 23.42 29.51 -0.25 0.04 0.70 8.00 -9.06 22.95 32.49 0.14 0.30 0.16 
96.92 2.35 -20.82 -18.48 2.00 -10.64 24.54 28.45 -0.89 0.10 0.66 2.00 -8.78 23.42 29.51 -0.25 0.04 0.71 8.00 -9.06 22.95 32.49 0.14 0.30 0.16 
96.93 2.35 -20.84 -18.49 2.00 -10.65 24.54 28.46 -0.89 0.10 0.66 2.00 -8.78 23.42 29.52 -0.25 0.04 0.71 8.00 -9.06 22.96 32.49 0.14 0.30 0.16 
96.94 2.35 -20.86 -18.50 2.00 -10.66 24.54 28.47 -0.89 0.10 0.67 2.00 -8.78 23.42 29.53 -0.25 0.04 0.71 8.00 -9.06 22.96 32.49 0.14 0.30 0.16 
96.95 2.36 -20.87 -18.51 2.00 -10.67 24.54 28.47 -0.88 0.10 0.67 2.00 -8.78 23.42 29.54 -0.25 0.04 0.72 8.00 -9.06 22.96 32.50 0.14 0.30 0.16 
96.96 2.36 -20.89 -18.53 2.00 -10.67 24.54 28.48 -0.88 0.10 0.67 2.00 -8.79 23.42 29.54 -0.26 0.04 0.72 8.00 -9.06 22.97 32.50 0.14 0.30 0.16 
96.97 2.37 -20.91 -18.54 2.00 -10.68 24.54 28.49 -0.88 0.09 0.67 2.00 -8.79 23.42 29.55 -0.26 0.04 0.72 8.00 -9.06 22.97 32.50 0.14 0.30 0.15 
96.98 2.37 -20.93 -18.55 2.00 -10.69 24.54 28.49 -0.88 0.09 0.68 2.00 -8.79 23.42 29.56 -0.26 0.04 0.73 8.00 -9.05 22.97 32.50 0.14 0.30 0.15 
96.99 2.38 -20.95 -18.57 2.00 -10.70 24.54 28.50 -0.88 0.09 0.68 2.00 -8.79 23.42 29.57 -0.26 0.04 0.73 8.00 -9.05 22.98 32.50 0.14 0.30 0.15 
97.00 2.38 -20.97 -18.58 2.00 -10.71 24.54 28.51 -0.87 0.09 0.68 2.00 -8.80 23.42 29.57 -0.26 0.04 0.74 8.00 -9.05 22.98 32.50 0.14 0.30 0.15 
97.01 2.39 -20.98 -18.60 2.00 -10.72 24.54 28.51 -0.87 0.09 0.68 2.00 -8.80 23.42 29.58 -0.26 0.04 0.74 8.00 -9.05 22.98 32.50 0.14 0.30 0.15 
97.02 2.39 -21.00 -18.61 2.00 -10.73 24.55 28.52 -0.87 0.09 0.69 2.00 -8.80 23.42 29.59 -0.27 0.04 0.74 8.00 -9.05 22.98 32.51 0.14 0.30 0.15 
97.03 2.40 -21.02 -18.63 2.00 -10.74 24.55 28.53 -0.87 0.09 0.69 2.00 -8.80 23.42 29.59 -0.27 0.04 0.75 8.00 -9.05 22.99 32.51 0.14 0.31 0.15 
97.04 2.40 -21.05 -18.64 2.00 -10.74 24.55 28.53 -0.87 0.08 0.69 2.00 -8.81 23.42 29.60 -0.27 0.04 0.75 8.00 -9.05 22.99 32.51 0.14 0.31 0.14 
97.05 2.41 -21.07 -18.66 2.00 -10.75 24.55 28.54 -0.86 0.08 0.69 2.00 -8.81 23.42 29.61 -0.27 0.04 0.75 8.00 -9.04 22.99 32.51 0.14 0.31 0.14 
97.06 2.41 -21.09 -18.68 2.00 -10.76 24.55 28.55 -0.86 0.08 0.69 2.00 -8.81 23.42 29.62 -0.27 0.04 0.76 8.00 -9.04 23.00 32.51 0.14 0.31 0.14 
97.07 2.42 -21.11 -18.69 2.00 -10.77 24.55 28.56 -0.86 0.08 0.70 2.00 -8.82 23.42 29.63 -0.27 0.04 0.76 8.00 -9.04 23.00 32.51 0.13 0.31 0.14 
97.08 2.42 -21.13 -18.71 2.00 -10.78 24.55 28.56 -0.86 0.08 0.70 2.00 -8.82 23.42 29.63 -0.28 0.04 0.77 8.00 -9.04 23.00 32.51 0.13 0.31 0.14 
97.09 2.43 -21.15 -18.73 2.00 -10.79 24.55 28.57 -0.86 0.08 0.70 2.00 -8.82 23.42 29.64 -0.28 0.04 0.77 8.00 -9.04 23.01 32.52 0.13 0.31 0.14 
97.10 2.43 -21.18 -18.74 2.00 -10.80 24.55 28.58 -0.85 0.08 0.70 2.00 -8.82 23.42 29.65 -0.28 0.04 0.77 8.00 -9.04 23.01 32.52 0.13 0.31 0.13 
97.11 2.44 -21.20 -18.76 2.00 -10.80 24.55 28.58 -0.85 0.07 0.71 2.00 -8.83 23.42 29.66 -0.28 0.04 0.78 8.00 -9.04 23.01 32.52 0.13 0.31 0.13 
97.12 2.45 -21.22 -18.78 2.00 -10.81 24.55 28.59 -0.85 0.07 0.71 2.00 -8.83 23.42 29.66 -0.28 0.04 0.78 8.00 -9.04 23.02 32.52 0.13 0.31 0.13 
97.13 2.45 -21.25 -18.80 2.00 -10.82 24.55 28.60 -0.85 0.07 0.71 2.00 -8.83 23.42 29.67 -0.28 0.04 0.79 8.00 -9.03 23.02 32.52 0.13 0.31 0.13 
97.14 2.46 -21.27 -18.82 2.00 -10.83 24.55 28.60 -0.85 0.07 0.71 2.00 -8.84 23.43 29.68 -0.29 0.04 0.79 8.00 -9.03 23.02 32.52 0.13 0.31 0.13 
97.15 2.46 -21.30 -18.83 2.00 -10.84 24.56 28.61 -0.84 0.07 0.72 2.00 -8.84 23.43 29.69 -0.29 0.04 0.79 8.00 -9.03 23.02 32.52 0.13 0.31 0.13 
97.16 2.47 -21.32 -18.85 2.00 -10.85 24.56 28.62 -0.84 0.07 0.72 2.00 -8.84 23.43 29.70 -0.29 0.04 0.80 8.00 -9.03 23.03 32.52 0.13 0.31 0.13 
97.17 2.48 -21.35 -18.87 2.00 -10.86 24.56 28.63 -0.84 0.07 0.72 2.00 -8.84 23.43 29.70 -0.29 0.04 0.80 8.00 -9.03 23.03 32.53 0.13 0.31 0.12 
97.18 2.48 -21.38 -18.89 2.00 -10.86 24.56 28.63 -0.84 0.07 0.72 2.00 -8.85 23.43 29.71 -0.29 0.04 0.81 8.00 -9.03 23.03 32.53 0.13 0.31 0.12 
97.19 2.49 -21.40 -18.91 2.00 -10.87 24.56 28.64 -0.84 0.06 0.72 2.00 -8.85 23.43 29.72 -0.29 0.04 0.81 8.00 -9.03 23.04 32.53 0.13 0.31 0.12 
97.20 2.50 -21.43 -18.93 2.00 -10.88 24.56 28.65 -0.83 0.06 0.73 2.00 -8.85 23.43 29.73 -0.29 0.04 0.81 8.00 -9.02 23.04 32.53 0.13 0.31 0.12 
97.21 2.50 -21.46 -18.95 2.00 -10.89 24.56 28.66 -0.83 0.06 0.73 2.00 -8.86 23.43 29.74 -0.30 0.04 0.82 8.00 -9.02 23.04 32.53 0.13 0.31 0.12 
97.22 2.51 -21.49 -18.98 2.00 -10.90 24.56 28.66 -0.83 0.06 0.73 2.00 -8.86 23.43 29.74 -0.30 0.04 0.82 8.00 -9.02 23.05 32.53 0.13 0.31 0.12 
97.23 2.52 -21.51 -19.00 2.00 -10.91 24.56 28.67 -0.83 0.06 0.73 2.00 -8.86 23.43 29.75 -0.30 0.04 0.83 8.00 -9.02 23.05 32.53 0.13 0.31 0.11 
97.24 2.53 -21.54 -19.02 2.00 -10.91 24.56 28.68 -0.83 0.06 0.74 2.00 -8.86 23.43 29.76 -0.30 0.04 0.83 8.00 -9.02 23.05 32.53 0.13 0.31 0.11 
97.25 2.53 -21.57 -19.04 2.00 -10.92 24.56 28.68 -0.83 0.06 0.74 2.00 -8.87 23.43 29.77 -0.30 0.04 0.84 8.00 -9.02 23.06 32.54 0.13 0.31 0.11 
97.26 2.54 -21.60 -19.06 2.00 -10.93 24.56 28.69 -0.82 0.06 0.74 2.00 -8.87 23.43 29.78 -0.30 0.04 0.84 8.00 -9.02 23.06 32.54 0.13 0.31 0.11 
97.27 2.55 -21.63 -19.09 2.00 -10.94 24.56 28.70 -0.82 0.05 0.74 2.00 -8.87 23.43 29.79 -0.30 0.04 0.85 8.00 -9.02 23.06 32.54 0.13 0.31 0.11 
97.28 2.56 -21.67 -19.11 2.00 -10.95 24.56 28.71 -0.82 0.05 0.75 2.00 -8.88 23.43 29.79 -0.31 0.04 0.85 8.00 -9.01 23.07 32.54 0.13 0.31 0.11 
97.29 2.56 -21.70 -19.13 2.00 -10.95 24.56 28.71 -0.82 0.05 0.75 2.00 -8.88 23.43 29.80 -0.31 0.04 0.85 8.00 -9.01 23.07 32.54 0.13 0.31 0.10 
97.30 2.57 -21.73 -19.16 2.00 -10.96 24.56 28.72 -0.81 0.05 0.75 2.00 -8.88 23.43 29.81 -0.31 0.04 0.86 8.00 -9.01 23.07 32.54 0.13 0.31 0.10 
97.31 2.58 -21.76 -19.18 2.00 -10.97 24.56 28.73 -0.81 0.05 0.75 2.00 -8.89 23.43 29.82 -0.31 0.04 0.86 8.00 -9.01 23.07 32.54 0.13 0.31 0.10 
97.32 2.59 -21.79 -19.21 2.00 -10.98 24.57 28.74 -0.81 0.05 0.75 2.00 -8.89 23.43 29.83 -0.31 0.04 0.87 8.00 -9.01 23.08 32.54 0.13 0.31 0.10 
97.33 2.60 -21.83 -19.23 2.00 -10.99 24.57 28.74 -0.81 0.05 0.76 2.00 -8.89 23.43 29.84 -0.31 0.04 0.87 8.00 -9.01 23.08 32.54 0.13 0.32 0.10 
97.34 2.60 -21.86 -19.26 2.00 -10.99 24.57 28.75 -0.81 0.04 0.76 2.00 -8.90 23.43 29.85 -0.31 0.04 0.88 8.00 -9.01 23.08 32.54 0.13 0.32 0.10 
97.35 2.61 -21.90 -19.28 2.00 -11.00 24.57 28.76 -0.80 0.04 0.76 2.00 -8.90 23.43 29.86 -0.32 0.04 0.88 8.00 -9.00 23.09 32.55 0.13 0.32 0.09 
97.36 2.62 -21.93 -19.31 2.00 -11.01 24.57 28.77 -0.80 0.04 0.76 2.00 -8.90 23.44 29.86 -0.32 0.04 0.89 8.00 -9.00 23.09 32.55 0.13 0.32 0.09 
97.37 2.63 -21.97 -19.34 2.00 -11.02 24.57 28.77 -0.80 0.04 0.77 2.00 -8.91 23.44 29.87 -0.32 0.04 0.89 8.00 -9.00 23.09 32.55 0.13 0.32 0.09 
97.38 2.64 -22.00 -19.36 2.00 -11.03 24.57 28.78 -0.80 0.04 0.77 2.00 -8.91 23.44 29.88 -0.32 0.04 0.90 8.00 -9.00 23.10 32.55 0.13 0.32 0.09 
97.39 2.65 -22.04 -19.39 2.00 -11.03 24.57 28.79 -0.80 0.04 0.77 2.00 -8.91 23.44 29.89 -0.32 0.04 0.90 8.00 -9.00 23.10 32.55 0.13 0.32 0.09 
97.40 2.66 -22.08 -19.42 2.00 -11.04 24.57 28.80 -0.79 0.04 0.77 2.00 -8.91 23.44 29.90 -0.32 0.04 0.91 8.00 -9.00 23.10 32.55 0.13 0.32 0.08 
97.41 2.67 -22.12 -19.45 2.00 -11.05 24.57 28.81 -0.79 0.04 0.77 2.00 -8.92 23.44 29.91 -0.32 0.04 0.91 8.00 -9.00 23.11 32.55 0.13 0.32 0.08 
97.42 2.68 -22.16 -19.48 2.00 -11.06 24.57 28.81 -0.79 0.03 0.78 2.00 -8.92 23.44 29.92 -0.33 0.04 0.92 8.00 -9.00 23.11 32.55 0.13 0.32 0.08 
97.43 2.69 -22.19 -19.51 2.00 -11.07 24.57 28.82 -0.79 0.03 0.78 2.00 -8.92 23.44 29.93 -0.33 0.04 0.92 8.00 -8.99 23.11 32.55 0.13 0.32 0.08 
97.44 2.70 -22.23 -19.54 2.00 -11.07 24.57 28.83 -0.79 0.03 0.78 2.00 -8.93 23.44 29.94 -0.33 0.04 0.93 8.00 -8.99 23.12 32.55 0.13 0.32 0.08 
97.45 2.71 -22.27 -19.57 2.00 -11.08 24.57 28.84 -0.78 0.03 0.78 2.00 -8.93 23.44 29.95 -0.33 0.04 0.93 8.00 -8.99 23.12 32.55 0.13 0.32 0.08 
97.46 2.72 -22.32 -19.60 2.00 -11.09 24.57 28.84 -0.78 0.03 0.79 2.00 -8.93 23.44 29.96 -0.33 0.04 0.94 8.00 -8.99 23.12 32.55 0.13 0.32 0.07 
97.47 2.73 -22.36 -19.63 2.00 -11.10 24.57 28.85 -0.78 0.03 0.79 2.00 -8.94 23.44 29.97 -0.33 0.04 0.94 8.00 -8.99 23.13 32.56 0.13 0.32 0.07 
97.48 2.74 -22.40 -19.66 2.00 -11.11 24.57 28.86 -0.78 0.03 0.79 2.00 -8.94 23.44 29.97 -0.33 0.04 0.95 8.00 -8.99 23.13 32.56 0.13 0.32 0.07 
97.49 2.75 -22.44 -19.70 2.00 -11.11 24.57 28.87 -0.78 0.03 0.79 2.00 -8.94 23.44 29.98 -0.33 0.04 0.95 8.00 -8.99 23.13 32.56 0.13 0.32 0.07 
97.50 2.76 -22.49 -19.73 2.00 -11.12 24.57 28.88 -0.77 0.03 0.79 2.00 -8.95 23.44 29.99 -0.34 0.04 0.96 8.00 -8.99 23.13 32.56 0.13 0.32 0.07 
97.51 2.77 -22.53 -19.76 2.00 -11.13 24.57 28.88 -0.77 0.02 0.80 2.00 -8.95 23.44 30.00 -0.34 0.04 0.96 8.00 -8.98 23.14 32.56 0.13 0.32 0.06 
97.52 2.78 -22.58 -19.80 2.00 -11.14 24.57 28.89 -0.77 0.02 0.80 2.00 -8.95 23.44 30.01 -0.34 0.04 0.97 8.00 -8.98 23.14 32.56 0.13 0.32 0.06 
97.53 2.79 -22.62 -19.83 2.00 -11.14 24.57 28.90 -0.77 0.02 0.80 2.00 -8.96 23.44 30.02 -0.34 0.04 0.97 8.00 -8.98 23.14 32.56 0.13 0.32 0.06 
97.54 2.80 -22.67 -19.87 2.00 -11.15 24.57 28.91 -0.77 0.02 0.80 2.00 -8.96 23.44 30.03 -0.34 0.04 0.98 8.00 -8.98 23.15 32.56 0.13 0.32 0.06 
97.55 2.82 -22.72 -19.90 2.00 -11.16 24.57 28.92 -0.76 0.02 0.81 2.00 -8.96 23.44 30.04 -0.34 0.04 0.99 8.00 -8.98 23.15 32.56 0.13 0.32 0.06 
97.56 2.83 -22.77 -19.94 2.00 -11.17 24.57 28.92 -0.76 0.02 0.81 2.00 -8.97 23.44 30.05 -0.34 0.04 0.99 8.00 -8.98 23.15 32.56 0.13 0.32 0.05 
97.57 2.84 -22.81 -19.97 2.00 -11.17 24.57 28.93 -0.76 0.02 0.81 2.00 -8.97 23.44 30.06 -0.34 0.04 1.00 8.00 -8.98 23.16 32.56 0.13 0.32 0.05 
97.58 2.85 -22.86 -20.01 2.00 -11.18 24.57 28.94 -0.76 0.02 0.81 2.00 -8.97 23.44 30.07 -0.34 0.04 1.00 8.00 -8.97 23.16 32.56 0.13 0.32 0.05 
97.59 2.87 -22.91 -20.05 2.00 -11.19 24.57 28.95 -0.76 0.01 0.81 2.00 -8.98 23.44 30.08 -0.35 0.04 1.01 8.00 -8.97 23.16 32.56 0.13 0.32 0.05 
97.60 2.88 -22.97 -20.09 2.00 -11.20 24.57 28.96 -0.75 0.01 0.82 2.00 -8.98 23.45 30.09 -0.35 0.04 1.01 8.00 -8.97 23.17 32.56 0.13 0.32 0.05 
97.61 2.89 -23.02 -20.13 2.00 -11.21 24.57 28.97 -0.75 0.01 0.82 2.00 -8.99 23.45 30.10 -0.35 0.04 1.02 8.00 -8.97 23.17 32.56 0.13 0.32 0.04 
97.62 2.90 -23.07 -20.17 2.00 -11.21 24.57 28.97 -0.75 0.01 0.82 2.00 -8.99 23.45 30.11 -0.35 0.04 1.03 8.00 -8.97 23.17 32.56 0.13 0.32 0.04 
97.63 2.92 -23.13 -20.21 2.00 -11.22 24.57 28.98 -0.75 0.01 0.82 2.00 -8.99 23.45 30.12 -0.35 0.04 1.03 8.00 -8.97 23.18 32.56 0.13 0.33 0.04 
97.64 2.93 -23.18 -20.25 2.00 -11.23 24.57 28.99 -0.75 0.01 0.82 2.00 -9.00 23.45 30.13 -0.35 0.04 1.04 8.00 -8.97 23.18 32.56 0.13 0.33 0.04 
97.65 2.94 -23.24 -20.29 2.00 -11.23 24.57 29.00 -0.74 0.01 0.83 2.00 -9.00 23.45 30.14 -0.35 0.04 1.04 8.00 -8.97 23.18 32.57 0.13 0.33 0.04 
97.66 2.96 -23.29 -20.33 2.00 -11.24 24.57 29.01 -0.74 0.01 0.83 2.00 -9.00 23.45 30.15 -0.35 0.04 1.05 8.00 -8.96 23.19 32.57 0.12 0.33 0.03 
97.67 2.97 -23.35 -20.38 2.00 -11.25 24.57 29.01 -0.74 0.00 0.83 2.00 -9.01 23.45 30.17 -0.35 0.04 1.06 8.00 -8.96 23.19 32.57 0.12 0.33 0.03 
97.68 2.99 -23.41 -20.42 2.00 -11.26 24.57 29.02 -0.74 0.00 0.83 2.00 -9.01 23.45 30.18 -0.35 0.04 1.06 8.00 -8.96 23.19 32.57 0.12 0.33 0.03 
97.69 3.00 -23.47 -20.47 2.00 -11.26 24.57 29.03 -0.73 0.00 0.84 2.00 -9.01 23.45 30.19 -0.36 0.04 1.07 8.00 -8.96 23.20 32.57 0.12 0.33 0.03 
97.70 3.02 -23.53 -20.51 2.00 -11.27 24.57 29.04 -0.73 0.00 0.84 2.00 -9.02 23.45 30.20 -0.36 0.04 1.08 8.00 -8.96 23.20 32.57 0.12 0.33 0.03 
97.71 3.03 -23.59 -20.56 2.00 -11.28 24.57 29.05 -0.73 0.00 0.84 2.00 -9.02 23.45 30.21 -0.36 0.04 1.08 8.00 -8.96 23.20 32.57 0.12 0.33 0.02 
97.72 3.05 -23.65 -20.60 2.00 -11.29 24.57 29.06 -0.73 -0.00 0.84 2.00 -9.02 23.45 30.22 -0.36 0.04 1.09 8.00 -8.96 23.21 32.57 0.12 0.33 0.02 
97.73 3.06 -23.72 -20.65 2.00 -11.29 24.57 29.07 -0.73 -0.00 0.84 2.00 -9.03 23.45 30.23 -0.36 0.04 1.10 8.00 -8.96 23.21 32.57 0.12 0.33 0.02 
97.74 3.08 -23.78 -20.70 2.00 -11.30 24.57 29.07 -0.72 -0.00 0.85 2.00 -9.03 23.45 30.24 -0.36 0.04 1.10 8.00 -8.96 23.21 32.57 0.12 0.33 0.02 
97.75 3.10 -23.85 -20.75 2.00 -11.31 24.57 29.08 -0.72 -0.00 0.85 2.00 -9.04 23.45 30.25 -0.36 0.04 1.11 8.00 -8.95 23.22 32.57 0.12 0.33 0.02 
97.76 3.11 -23.91 -20.80 2.00 -11.32 24.57 29.09 -0.72 -0.01 0.85 2.00 -9.04 23.45 30.26 -0.36 0.04 1.12 8.00 -8.95 23.22 32.57 0.12 0.33 0.01 
97.77 3.13 -23.98 -20.85 2.00 -11.32 24.57 29.10 -0.72 -0.01 0.85 2.00 -9.04 23.45 30.27 -0.36 0.04 1.12 8.00 -8.95 23.22 32.57 0.12 0.33 0.01 
97.78 3.15 -24.05 -20.90 2.00 -11.33 24.57 29.11 -0.72 -0.01 0.86 2.00 -9.05 23.45 30.29 -0.36 0.04 1.13 8.00 -8.95 23.23 32.57 0.12 0.33 0.01 
97.79 3.16 -24.12 -20.96 2.00 -11.34 24.57 29.12 -0.71 -0.01 0.86 2.00 -9.05 23.45 30.30 -0.36 0.04 1.14 8.00 -8.95 23.23 32.57 0.12 0.33 0.01 
97.80 3.18 -24.19 -21.01 2.00 -11.34 24.57 29.12 -0.71 -0.01 0.86 2.00 -9.05 23.45 30.31 -0.36 0.04 1.14 8.00 -8.95 23.23 32.57 0.12 0.33 0.00 
97.81 3.20 -24.27 -21.07 2.00 -11.35 24.57 29.13 -0.71 -0.01 0.86 2.00 -9.06 23.45 30.32 -0.37 0.04 1.15 8.00 -8.95 23.24 32.57 0.12 0.33 0.00 
97.82 3.22 -24.34 -21.12 2.00 -11.36 24.57 29.14 -0.71 -0.01 0.86 2.00 -9.06 23.45 30.33 -0.37 0.04 1.16 8.00 -8.95 23.24 32.57 0.12 0.33 -0.00 
97.83 3.24 -24.42 -21.18 2.00 -11.37 24.57 29.15 -0.70 -0.01 0.87 2.00 -9.06 23.45 30.34 -0.37 0.04 1.16 8.00 -8.94 23.24 32.57 0.12 0.33 -0.00 
97.84 3.26 -24.49 -21.24 2.00 -11.37 24.57 29.16 -0.70 -0.01 0.87 2.00 -9.07 23.45 30.35 -0.37 0.04 1.17 8.00 -8.94 23.25 32.57 0.12 0.33 -0.01 
97.85 3.28 -24.57 -21.29 2.00 -11.38 24.57 29.17 -0.70 -0.02 0.87 2.00 -9.07 23.45 30.37 -0.37 0.04 1.18 8.00 -8.94 23.25 32.57 0.12 0.33 -0.01 
97.86 3.30 -24.65 -21.35 2.00 -11.39 24.57 29.18 -0.70 -0.02 0.87 2.00 -9.08 23.46 30.38 -0.37 0.04 1.19 8.00 -8.94 23.25 32.57 0.12 0.33 -0.01 
97.87 3.32 -24.73 -21.42 2.00 -11.39 24.57 29.19 -0.70 -0.02 0.87 2.00 -9.08 23.46 30.39 -0.37 0.03 1.19 8.00 -8.94 23.26 32.57 0.12 0.33 -0.01 
97.88 3.34 -24.81 -21.48 2.00 -11.40 24.57 29.19 -0.69 -0.02 0.88 2.00 -9.08 23.46 30.40 -0.37 0.03 1.20 8.00 -8.94 23.26 32.57 0.12 0.33 -0.02 
97.89 3.36 -24.90 -21.54 2.00 -11.41 24.57 29.20 -0.69 -0.02 0.88 2.00 -9.09 23.46 30.41 -0.37 0.03 1.21 8.00 -8.94 23.26 32.57 0.12 0.33 -0.02 
97.90 3.38 -24.98 -21.61 2.00 -11.41 24.57 29.21 -0.69 -0.02 0.88 2.00 -9.09 23.46 30.43 -0.37 0.03 1.22 8.00 -8.94 23.27 32.57 0.12 0.33 -0.02 
97.91 3.40 -25.07 -21.67 2.00 -11.42 24.57 29.22 -0.69 -0.02 0.88 2.00 -9.09 23.46 30.44 -0.37 0.03 1.23 8.00 -8.93 23.27 32.57 0.12 0.33 -0.02 
97.92 3.42 -25.16 -21.74 2.00 -11.43 24.57 29.23 -0.69 -0.02 0.89 2.00 -9.10 23.46 30.45 -0.37 0.03 1.23 8.00 -8.93 23.27 32.57 0.12 0.34 -0.03 
97.93 3.44 -25.25 -21.81 2.00 -11.43 24.57 29.24 -0.68 -0.02 0.89 2.00 -9.10 23.46 30.46 -0.37 0.03 1.24 8.00 -8.93 23.28 32.57 0.11 0.34 -0.03 
